Variables,Adjusted R²,AIC
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.04193197418989514,1058.03179013117
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04192935184766455,1057.0560095427895
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.04192013570438424,1057.0596168311604
"farming_area_norm, aquaculture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.041914494259291724,1056.0822337235581
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.041892912334470456,1056.0906809139256
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.041887361066046847,1059.023259436134
"energy_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.041856961125507186,1055.1223915381197
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.041849505046865576,1055.1253097022122
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.041840113644507126,1057.0909367872998
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.041812028913267296,1058.0787352980653
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04181086029662284,1058.079192651933
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.04180916487374564,1058.0798561775255
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.041799975666810374,1058.083452471657
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04172454439701323,1058.112972000067
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04171969369906847,1056.158471996936
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.04166695363643891,1057.1587011939341
"energy_area_norm, transportation_area_norm, entropy_production, entropy_landuse",0.041609936575883855,1054.2339456545149
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04159474982549349,1059.1377683762112
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.04158523908912415,1057.1906750980077
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.041496574868360114,1055.2634137355471
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04148966984922586,1056.2484755084984
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04148163581135822,1057.2312098758687
"farming_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04147868921304876,1054.2852967621375
"built_area_norm, entropy_landuse",0.04145086901594075,1052.3177488714489
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.04144644695967592,1056.265385308663
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04144471050684273,1057.2456558406009
"public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04139057671561197,1054.3197672194462
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.04136701711315938,1057.2760493320143
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.04131685780060068,1058.2724772456522
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.04130798033572769,1057.2991427475952
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.041298398339455145,1056.3232995957178
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.04123270484308106,1058.3053932037133
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04122823200986325,1060.2523429847815
"farming_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.04120463146616682,1055.3776147949025
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04120138010703078,1058.317644960931
"transportation_area_norm, entropy_landuse",0.04115388544605825,1052.4339156762385
"farming_area_norm, aquaculture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.041127011913962175,1057.3699233032366
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.041095414848527745,1059.3330947831855
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.04109259587354219,1057.3833826286227
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.04106132355282588,1056.4160208912117
"farming_area_norm, aquaculture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.041029843486250384,1056.4283311999857
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04100916854428871,1056.4364159350607
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.04099809225723061,1058.3971453499046
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.04098994169338521,1056.4439342517908
"retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04097805087959605,1055.4662235686133
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.040949902106806935,1059.3899963134795
"farming_area_norm, aquaculture_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04094351782947492,1055.4797265553373
"farming_area_norm, energy_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04093654977368566,1055.482451120029
"energy_area_norm, built_area_norm, entropy_landuse",0.04093157850769913,1053.511426874673
"energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.0409129239873095,1056.4740491393813
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04089103893944712,1058.4390042381092
"energy_area_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04088917109741885,1055.5009760307182
"farming_area_norm, aquaculture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04087108689382901,1056.4904069532531
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04084264997683773,1056.5015250476454
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04079761378486735,1057.498723559243
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.04078514747676232,1057.5035972284795
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.04076235738737044,1059.463321361154
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.040749142086925816,1058.4944800870778
"energy_area_norm, transportation_area_norm, entropy_landuse",0.040715801287316555,1053.595787233798
"pasture_area_norm, built_area_norm, entropy_landuse",0.04071374944220629,1053.5965893330035
"farming_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.04066254767572064,1056.57193270581
"farming_area_norm, energy_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.040652559610384054,1056.5758369680634
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04064593601792843,1057.5580172669834
"retail_count_norm, entropy_production, entropy_landuse",0.040630467847671214,1053.6291439978388
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.040625410944357454,1058.542847191351
"aquaculture_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04059051030152261,1054.6326159829846
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.040562367598919846,1059.541496310211
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.04053516271165214,1057.6013147244685
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04051657423842536,1058.5853868315467
"farming_area_norm, aquaculture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.040413217144387836,1057.6489732525724
"pasture_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04039459938593015,1054.709182969487
"pasture_area_norm, energy_area_norm, built_area_norm, entropy_landuse",0.04033632595242398,1054.7319546984331
